ReferenceYear,FacilityName,FacilityProvince,latitude,longitude,CO2,CH4,TotalEmissions
2022,Sudbury Operations Mines Mill - Onaping Area,Ontario,46.67417,-81.3425,0,34,952
2022,Global Contract Inc.,Ontario,43.7747,-79.4857,1963.522,0.043,1972.8085
2022,Global Contract Inc.,Ontario,43.7747,-79.4857,32.27,0.0006,32.7108
2022,Incinérateur,Quebec,46.8318,-71.224,93930,88.87,100025.01
2022,Site d'enfouissement Saint-Tite-des-Caps,Quebec,47.10952,-70.83753,0,671.19,18793.32
2022,Snap Lake Mine,Northwest Territories,63.605,-110.8676,6652.96,0.196,6671.698
2022,Snap Lake Mine,Northwest Territories,63.605,-110.8676,3772.53,0.103,3861.274
2022,Snap Lake Mine,Northwest Territories,63.605,-110.8676,0,0.001155,0.032605
2022,Varennes Facility,Quebec,45.7317,-73.4033,993.672,0.0196,998.8583
2022,Varennes Facility,Quebec,45.7317,-73.4033,203.851,,198033.3544
2022,Varennes Facility,Quebec,45.7317,-73.4033,95.824,0.0102,105.1991
2022,ADM AGRI-INDUSTRIES - ADM Lloydminster,Alberta,53.2838,-110.0319,54472.0293,2.2788,54836.4252
2022,ADM AGRI-INDUSTRIES - ADM Lloydminster,Alberta,53.2838,-110.0319,547.685,0.0296,596.1873
2022,ADM AGRI-INDUSTRIES - ADM Lloydminster,Alberta,53.2838,-110.0319,11.0063,,11.0063
2022,ADM AGRI-INDUSTRIES - ADM Lloydminster,Alberta,53.2838,-110.0319,0,1.1725,32.883
2022,Division Meadowbank,Nunavut,65.0149,-96.0524,116209.0904,3.145877,116540.1458
2022,Division Meadowbank,Nunavut,65.0149,-96.0524,1184.269308,,1769.269308
2022,Division Meadowbank,Nunavut,65.0149,-96.0524,124647.9933,3.482097,127372.8671
2022,Division Meadowbank,Nunavut,65.0149,-96.0524,984.930932,1.181109,3088.243729
2022,Mine de Fire Lake,Quebec,52.35028,-67.36917,5732.219,0.2863,5968.4004
2022,Mine de Fire Lake,Quebec,52.35028,-67.36917,2181.577,,2181.577
2022,Mine de Fire Lake,Quebec,52.35028,-67.36917,41087.046,2.3143,45649.3469
2022,Beaver Regional Landfill,Alberta,53.3055,-112.4021,238.12,0.004662,239.347371
2022,Beaver Regional Landfill,Alberta,53.3055,-112.4021,2892.16,0.0864,2900.4622
2022,Beaver Regional Landfill,Alberta,53.3055,-112.4021,0,1057.413929,29607.59001
2022,Saint John LNG Marine Terminal & Multi-Purpose Pier,New Brunswick,45.2125,-65.9781,5000.85,37.17,6064.3735
2022,Saint John LNG Marine Terminal & Multi-Purpose Pier,New Brunswick,45.2125,-65.9781,0,3.718,104.104
2022,Saint John LNG Marine Terminal & Multi-Purpose Pier,New Brunswick,45.2125,-65.9781,5252.2,0.1001,5278.8263
2022,CEVPC 720 Beatty Street,British Columbia,49.278,-123.113,102358.8152,1.948901,102874.8613
2022,City of Thunder Bay Solid Waste and Recycling Facility,Ontario,49.76453,-89.28594,181.2026,0.003294,182.774857
2022,City of Thunder Bay Solid Waste and Recycling Facility,Ontario,49.76453,-89.28594,374.83775,0.122547,379.297266
2022,City of Thunder Bay Solid Waste and Recycling Facility,Ontario,49.76453,-89.28594,0,677.107487,19215.89428
2022,Clean Harbors Canada Inc. [Corunna],Ontario,42.5245,82.186,2254,0.176,2300.533
2022,Clean Harbors Canada Inc. [Corunna],Ontario,42.5245,82.186,962.9,0.026,965.483
2022,Clean Harbors Canada Inc. [Corunna],Ontario,42.5245,82.186,63270,,63270
2022,Algar,Alberta,56.11314,-111.71534,2677.1614,9.0376,2938.7207
2022,Algar,Alberta,56.11314,-111.71534,0.1602,137.9054,3861.5114
2022,Algar,Alberta,56.11314,-111.71534,287246.5583,8.8529,288250.2195
2022,Algar,Alberta,56.11314,-111.71534,1323.1451,0.0651,1340.2054
2022,Algar,Alberta,56.11314,-111.71534,0,3.9984,111.9552
2022,Descor Industries Inc.,Ontario,43.8295,-79.3493,453.65,0.0089,456.0192
2022,Hythe Brainard Sour Gas Plant,Alberta,55.4891,-119.7508,52087.32857,51.69644,53783.74339
2022,Hythe Brainard Sour Gas Plant,Alberta,55.4891,-119.7508,0.21931,19.62468,549.71035
2022,Hythe Brainard Sour Gas Plant,Alberta,55.4891,-119.7508,64482.87815,103.15893,69123.56119
2022,Hythe Brainard Sour Gas Plant,Alberta,55.4891,-119.7508,7.377,0,7.377
2022,Hythe Brainard Sour Gas Plant,Alberta,55.4891,-119.7508,0.48473,38.84366,1088.10721
2022,Crossfield Energy Centre,Alberta,51.3994,-114.0049,0.0401,2.4232,67.8897
2022,Crossfield Energy Centre,Alberta,51.3994,-114.0049,119964.4292,8.5684,120818.1109
2022,London District Energy,Ontario,42.9829,-81.2384,48594.666,7.131,49076.029
2022,Global Upholstery,Ontario,43.7768,-79.4756,3698.04,,3698.04
2022,Englehart Oriented Strand Board Plant,Ontario,47.8242,-79.885,11528.82,2.194,11852.072
2022,CST Coal,Alberta,54.0066,-119.1055,0,756.9071,21193.3988
2022,CST Coal,Alberta,54.0066,-119.1055,18222.2083,0.3564,18309.541
2022,CST Coal,Alberta,54.0066,-119.1055,40547.8372,1.1651,40663.352
2022,CST Coal,Alberta,54.0066,-119.1055,0.0887,0.0069,0.2819
2022,Mount Polley Mine,British Columbia,52.5443,-121.6328,1341.02,0.0213,1367.0299
2022,Mount Polley Mine,British Columbia,52.5443,-121.6328,29901.76,1.34,30440.13
2022,Ivaco Rolling Mills,Ontario,45.6133,-74.705,61500.892,1.200303,61815.69967
2022,Ivaco Rolling Mills,Ontario,45.6133,-74.705,39296.276,,39296.276
2022,Ivaco Rolling Mills,Ontario,45.6133,-74.705,1752.136,0.81786,1780.51575
2022,Macassa Mine,Ontario,48.14611,-80.06056,19008.6141,0.4042,19097.7092
2022,Macassa Mine,Ontario,48.14611,-80.06056,5102.9824,1.1101,5148.0042
2022,Macassa Mine,Ontario,48.14611,-80.06056,0,0.0411,8.7828
2022,VSC,Quebec,45.4,-73.6,26749,0.403,26855.472
2022,VSC,Quebec,45.4,-73.6,16162,,16216.88
2022,VSC,Quebec,45.4,-73.6,747,0.052,828.486
2022,MEG Christina Lake Cogeneration Facility,Alberta,55.66638,-110.71404,1212762.386,67.7688,1219528.678
2022,MEG Christina Lake Cogeneration Facility,Alberta,55.66638,-110.71404,0,,387.75
2022,MOSAIC POTASH ESTERHAZY - K2 SITE,Saskatchewan,50.6574,-101.8422,109957.7946,1.9376,110469.9939
2022,MOSAIC POTASH ESTERHAZY - K2 SITE,Saskatchewan,50.6574,-101.8422,2178.1057,0.7457,2206.2463
2022,New Forest Paper Mills LP,Ontario,43.7749,-79.2648,57419,1.1185,57715.6625
2022,New Forest Paper Mills LP,Ontario,43.7749,-79.2648,1285,0.1683,1296.7349
2022,New Forest Paper Mills LP,Ontario,43.7749,-79.2648,0,537.438,15082.184
2022,Thorold Cogen Generating Station,Ontario,43.106,-79.1988,328116.755,87.15953,332868.7029
2022,PotashCorp Rocanville,Saskatchewan,50.4613,-101.5356,123027.2768,2.0921,123581.0346
2022,PotashCorp Rocanville,Saskatchewan,50.4613,-101.5356,6116.5329,0.9153,6156.1003
2022,PotashCorp Rocanville,Saskatchewan,50.4613,-101.5356,0,0.6054,16.9512
2022,Genesee Mine,Alberta,53.3294,-114.2903,0.2588,942.4964,26390.158
2022,Genesee Mine,Alberta,53.3294,-114.2903,1683.82,0.0322,1692.6186
2022,Genesee Mine,Alberta,53.3294,-114.2903,20483.07,0.41377,20946.26061
2022,Genesee Mine,Alberta,53.3294,-114.2903,1.3124,1.2089,118.3716
2022,Cliff Central Heating and Cooling Plant,Ontario,45.4215,-75.7073,34046.7,0.656,34229.368
2022,HUMBERSTONE LANDFILL,Ontario,42.964,-79.2737,0,1921.899,53813.172
2022,GFL Environmental inc.,Quebec,45.27374,-72.4628,797,0.051,885.083
2022,GFL Environmental inc.,Quebec,45.27374,-72.4628,0,417.6,11696.298
2022,Ermine Power Station,Saskatchewan,51.873,-109.0399,176769.4441,45.816927,179266.4667
2022,West Doe Gas Plant,British Columbia,55.95746,-120.2057,7981.201077,47.65911,9319.669847
2022,West Doe Gas Plant,British Columbia,55.95746,-120.2057,0.016452,0.866202,24.270108
2022,West Doe Gas Plant,British Columbia,55.95746,-120.2057,32636.98784,24.890456,33815.95614
2022,West Doe Gas Plant,British Columbia,55.95746,-120.2057,66.675876,16.878963,539.28684
2022,Leismer SAGD Bitumen Battery,Alberta,55.81539,-111.4444,389.505,0.5213,405.66755
2022,Leismer SAGD Bitumen Battery,Alberta,55.81539,-111.4444,0.0571,6.1621,172.5959
2022,Leismer SAGD Bitumen Battery,Alberta,55.81539,-111.4444,465489.337,8.5093,466378.7289
2022,Leismer SAGD Bitumen Battery,Alberta,55.81539,-111.4444,2582.3194,0.1217,2632.0225
2022,Leismer SAGD Bitumen Battery,Alberta,55.81539,-111.4444,0.0357,8.463,236.9997
2022,Felix Schoeller inc,Quebec,45.87548,-72.54322,14725.9,0.2903,14802.5839
2022,Felix Schoeller inc,Quebec,45.87548,-72.54322,21.2734,,25.639745
2022,Felix Schoeller inc,Quebec,45.87548,-72.54322,94.5375,0.040069,96.123977
2022,Skookumchuck Operation,British Columbia,49.91901,-115.764,51058.2937,82.9994,59081.7909
2022,Skookumchuck Operation,British Columbia,49.91901,-115.764,2106.6885,,2106.6885
2022,Skookumchuck Operation,British Columbia,49.91901,-115.764,1270.5183,0.0627,1322.3589
2022,Skookumchuck Operation,British Columbia,49.91901,-115.764,2080.9718,0.0402,2091.5844
2022,Tenaris Algoma Tubes,Ontario,46.5297,-84.3688,79877.05,1.557,80286.876
2022,Tenaris Algoma Tubes,Ontario,46.5297,-84.3688,679,0.197,698.561
2022,Main Campus,Ontario,43.013,-81.274,49995.587,0.94967,50245.88917
2022,Main Campus,Ontario,43.013,-81.274,372.72,0.6817,395.8886
2022,Canfor Green Energy Combined Heat and Power Plant,Alberta,55.1602,118.8184,0,0.188284,5.271952
2022,Canfor Green Energy Combined Heat and Power Plant,Alberta,55.1602,118.8184,8004.091293,10.002457,10147.07908
2022,Canfor Green Energy Combined Heat and Power Plant,Alberta,55.1602,118.8184,188.496888,0.005272,189.027164
2022,Halton Hills Generating Station,Ontario,43.55882,-79.85249,943079.6379,243.058323,956350.3252
2022,Halton Hills Generating Station,Ontario,43.55882,-79.85249,0.8108,0.000166,0.821808
2022,St George Campus,Ontario,43.66579,-79.39917,77112.31,1.5,77506.76
2022,Magog Landfill Bestan Inc.,Quebec,45.2179,-72.148,11.67,0.0002,11.8876
2022,Magog Landfill Bestan Inc.,Quebec,45.2179,-72.148,0,1752.54,49071.12
2022,Willow Creek Mine,British Columbia,55.6044,-122.2007,0,1448.03232,40544.90496
2022,Willow Creek Mine,British Columbia,55.6044,-122.2007,19360.65885,0.9565,20151.3325
2022,Willow Creek Mine,British Columbia,55.6044,-122.2007,37268.45438,1.86155,38803.49128
2022,Edson O.S.B.,Alberta,53.59306,-116.3903,14081.72734,4.744856,15107.68816
2022,Edson O.S.B.,Alberta,53.59306,-116.3903,1453.631405,0.091713,1488.886059
2022,Keele Campus,Ontario,43.7742,-79.5023,50048.967,6.748,50529.941
2022,Keele Campus,Ontario,43.7742,-79.5023,395.138,0.485,410.67105
2022,Mercer Celgar Limited Partnership,British Columbia,49.3357,-117.728,105448.4379,52.96,113860.1404
2022,Mercer Celgar Limited Partnership,British Columbia,49.3357,-117.728,2184.5743,0.1054,2272.246
2022,Carson Creek GP 4-23,Alberta,54.28493,-115.69846,1511.6774,11.09488,1823.19794
2022,Carson Creek GP 4-23,Alberta,54.28493,-115.69846,0.08719,5.27443,147.77123
2022,Carson Creek GP 4-23,Alberta,54.28493,-115.69846,13902.41332,68.66028,16235.79426
2022,Carson Creek GP 4-23,Alberta,54.28493,-115.69846,3965.98472,48.55963,5325.65436
2022,Quebec Silicon LP,Quebec,46.3712,-72.3881,0,17.629,493.612
2022,Quebec Silicon LP,Quebec,46.3712,-72.3881,972.029037,5.451249,2137.940799
2022,Quebec Silicon LP,Quebec,46.3712,-72.3881,189412.4767,66.265,191267.8967
2022,Quebec Silicon LP,Quebec,46.3712,-72.3881,711.012461,0.03956,713.573401
2022,Quebec Silicon LP,Quebec,46.3712,-72.3881,0,0.2832,7.9296
2022,POTASH CORP - LANIGAN DIVISION,Saskatchewan,51.85363,-105.20742,94170.2474,1.7809,94641.0386
2022,POTASH CORP - LANIGAN DIVISION,Saskatchewan,51.85363,-105.20742,2921.1004,0.3954,2938.7701
2022,Montney Gas Processing and Production IF-a,British Columbia,55.929,-120.894,2044.72999,11.92997,2379.8
2022,Montney Gas Processing and Production IF-a,British Columbia,55.929,-120.894,0.06363,11.80312,330.55099
2022,Montney Gas Processing and Production IF-a,British Columbia,55.929,-120.894,128252.592,426.12373,141226.6459
2022,Montney Gas Processing and Production IF-a,British Columbia,55.929,-120.894,8.52791,85.76244,2409.87623
2022,Glacier Sour Gas Plant 05-02,Alberta,55.5541,-119.7554,5195.62926,5.76001,5359.02424
2022,Glacier Sour Gas Plant 05-02,Alberta,55.5541,-119.7554,1.26008,71.4779,2002.64128
2022,Glacier Sour Gas Plant 05-02,Alberta,55.5541,-119.7554,193261.6524,1562.6343,241282.9993
2022,Glacier Sour Gas Plant 05-02,Alberta,55.5541,-119.7554,294.91609,5.20874,440.76081
2022,Emerald Energy from Waste Inc.,Ontario,43.697,-79.6826,89201.128,45.802,91447.654
2022,Emerald Energy from Waste Inc.,Ontario,43.697,-79.6826,554.177,0.015,567.317
2022,111 Progress,Ontario,43.7718,-79.2735,38846,0.7568,39045.2174
2022,111 Progress,Ontario,43.7718,-79.2735,1073,0.1855,1085.5345
2022,111 Progress,Ontario,43.7718,-79.2735,0,0,391.405
2022,Brampton Brick Limited,Ontario,43.7211,-79.8164,29823.22,0.56,29971.4
2022,Brampton Brick Limited,Ontario,43.7211,-79.8164,22607.95,,22607.95
2022,Brampton Brick Limited,Ontario,43.7211,-79.8164,500.6,0.01,511.48
2022,Collingwood Distillery,Ontario,44.4968,-80.1925,16382.18,0.311,16465.088
2022,Northern Prairie Thermal Electric Power Plant,Alberta,55.3405,-119.2185,0.0014,4.2712,119.595
2022,Northern Prairie Thermal Electric Power Plant,Alberta,55.3405,-119.2185,367517.2017,26.5655,370165.5112
2022,Northern Prairie Thermal Electric Power Plant,Alberta,55.3405,-119.2185,0.0428,0,0.0428
2022,Northern Prairie Thermal Electric Power Plant,Alberta,55.3405,-119.2185,0.0001,0.3514,9.8393
2022,Mine Canadian Malartic GP,Quebec,48.12451,-78.12927,19385.03,0.46287,19472.55341
2022,Mine Canadian Malartic GP,Quebec,48.12451,-78.12927,2870.09,0.2545,3267.663371
2022,Mine Canadian Malartic GP,Quebec,48.12451,-78.12927,171542.275,4.876018,172130.7652
2022,DAPP Power LP Plant,Alberta,54.41587,-114.17433,545.359,18.146,4238.482
2022,DAPP Power LP Plant,Alberta,54.41587,-114.17433,371.191,0.019,374.638
2022,Usine de Valleyfield,Quebec,45.2561,-74.1197,118.3,0.021,127.898
2022,Horn River Comp Stn c-067-K,British Columbia,59.4729,-122.3344,1173.9959,3.7238,1278.7128
2022,Horn River Comp Stn c-067-K,British Columbia,59.4729,-122.3344,0.0417,5.5551,155.5845
2022,Horn River Comp Stn c-067-K,British Columbia,59.4729,-122.3344,35128.4197,105.336,38337.4747
2022,Horn River Comp Stn c-067-K,British Columbia,59.4729,-122.3344,0.0018,0.0045,0.1278
2022,Hythe Comp Stn A-005-G,British Columbia,55.5854,-120.1781,3380.3613,18.5383,3901.1297
2022,Hythe Comp Stn A-005-G,British Columbia,55.5854,-120.1781,0.1098,9.5978,268.8482
2022,Hythe Comp Stn A-005-G,British Columbia,55.5854,-120.1781,57967.3937,191.5731,63800.2785
2022,Hythe Comp Stn A-005-G,British Columbia,55.5854,-120.1781,0.0054,0.3357,9.405
2022,"Gerdau Ameristeel Corporation, Manitoba Mill",Manitoba,50.1302,-96.9013,37378.9977,0.7308,37571.3921
2022,"Gerdau Ameristeel Corporation, Manitoba Mill",Manitoba,50.1302,-96.9013,6521.8467,0,6521.8467
2022,"Gerdau Ameristeel Corporation, Manitoba Mill",Manitoba,50.1302,-96.9013,3856.043,0.7036,3958.9803
2022,Gibraltar Mine (SFO),British Columbia,52.5299,-122.2851,10097.1321,0.206831,10320.47008
2022,Gibraltar Mine (SFO),British Columbia,52.5299,-122.2851,107634.013,5.375451,112068.7536
2022,Hope Bay Project,Nunavut,68.13925,-106.61072,25846.2167,0.708274,25920.53661
2022,Hope Bay Project,Nunavut,68.13925,-106.61072,26.3374,0,26.3374
2022,Hope Bay Project,Nunavut,68.13925,-106.61072,7206.9513,0.1821,7363.590615
2022,Hope Bay Project,Nunavut,68.13925,-106.61072,907.6544,0.02326,1187.66868
2022,Hope Bay Project,Nunavut,68.13925,-106.61072,0,0.006578,1.547079
2022,Kawartha Ethanol Inc.,Ontario,44.44202,-77.82546,41067,0.806,41279.043
2022,Kawartha Ethanol Inc.,Ontario,44.44202,-77.82546,55.16,0.0036,71.9028
2022,Emballages Krupack Place Turcot,Quebec,45.46254,-73.60549,34873.231,0.688,35054.675
2022,Emballages Krupack Place Turcot,Quebec,45.46254,-73.60549,284.76,0.113137,291.498446
2022,Methanex Medicine Hat Methanol Plant,Alberta,50.08071,-110.72786,6478.17,4.18,6698.56
2022,Methanex Medicine Hat Methanol Plant,Alberta,50.08071,-110.72786,0,25.7,719.6
2022,Methanex Medicine Hat Methanol Plant,Alberta,50.08071,-110.72786,387433.09,11.93,388646.93
2022,Methanex Medicine Hat Methanol Plant,Alberta,50.08071,-110.72786,1656.47,16.61,2121.55
2022,Methanex Medicine Hat Methanol Plant,Alberta,50.08071,-110.72786,165.67,,173.62
2022,Methanex Medicine Hat Methanol Plant,Alberta,50.08071,-110.72786,787.99,,787.99
2022,Bridgewater Plant,Nova Scotia,44.3853,-64.541,16,,4521
2022,Waterville Plant,Nova Scotia,45.0493,-64.653,19961.09,0.42,19986.1
2022,Waterville Plant,Nova Scotia,45.0493,-64.653,48.83,0.05,82.03
2022,Pictou County Plant,Nova Scotia,45.6174,-62.737,20332.825,0.392,20436.286
2022,Pictou County Plant,Nova Scotia,45.6174,-62.737,350.929,0.002,351.25
2022,Pictou County Plant,Nova Scotia,45.6174,-62.737,0,0.00477,0.13356
2022,Spy Hill Generating Station,Saskatchewan,50.59863,-101.84814,54697.635,13.8939,55460.7382
2022,Waskada 11-30-001-25 W1M,Manitoba,49.06753,-100.81467,10186.18,15.63,10629.12
2022,Waskada 11-30-001-25 W1M,Manitoba,49.06753,-100.81467,0.89,8.95,251.49
2022,Waskada 11-30-001-25 W1M,Manitoba,49.06753,-100.81467,6656.89,16.51,7161.57
2022,Peyto Nosehill 11-21-055-20W5,Alberta,53.7683,-116.9154,210.0633,1.1128,241.3277
2022,Peyto Nosehill 11-21-055-20W5,Alberta,53.7683,-116.9154,0.0903,1.7419,48.8635
2022,Peyto Nosehill 11-21-055-20W5,Alberta,53.7683,-116.9154,53075.0912,452.9487,67031.5363
2022,Peyto Nosehill 11-21-055-20W5,Alberta,53.7683,-116.9154,1.5198,29.3203,822.4882
2022,Tattoo d-068-B/094-O-15 Compressor Station,British Columbia,59.80472,-122.71638,1502.3809,9.364,1765.2354
2022,Tattoo d-068-B/094-O-15 Compressor Station,British Columbia,59.80472,-122.71638,0.0829,4.6186,129.4037
2022,Tattoo d-068-B/094-O-15 Compressor Station,British Columbia,59.80472,-122.71638,23788.8517,70.1751,25933.5305
2022,Tattoo d-068-B/094-O-15 Compressor Station,British Columbia,59.80472,-122.71638,1.6023,3.7111,105.5131
2022,ROXUL Inc.,Ontario,43.5332,-79.8874,62580.5,0.739,62743.232
2022,ROXUL Inc.,Ontario,43.5332,-79.8874,1842.6,,1842.6
2022,Global File Inc.,Ontario,43.8049,-79.4991,1749.764,0.039,1758.276
2022,Global File Inc.,Ontario,43.8049,-79.4991,32.73,0.001,33.288
2022,Wolf Lake Sweet Gas Plant,Alberta,53.3731,-116.086,384.8685,2.60027,457.88541
2022,Wolf Lake Sweet Gas Plant,Alberta,53.3731,-116.086,0.26999,3.93514,110.45391
2022,Wolf Lake Sweet Gas Plant,Alberta,53.3731,-116.086,28933.48193,151.06122,34224.68804
2022,Wolf Lake Sweet Gas Plant,Alberta,53.3731,-116.086,114.11675,956.26602,26889.56531
2022,Shepard Landfill,Alberta,50.9505,-113.958,690,0.034,718.2205
2022,Shepard Landfill,Alberta,50.9505,-113.958,0,839.05,23517.303
2022,Honda of Canada Mfg.,Ontario,44.1486,-79.8408,57945.279,1.093,58233.834
2022,Pikes Peak South Thermal 05-07-049-23W3,Saskatchewan,53.21062,-109.36673,6058.0158,29.7404,6901.4053
2022,Pikes Peak South Thermal 05-07-049-23W3,Saskatchewan,53.21062,-109.36673,11.70225,28.17059,800.47877
2022,Pikes Peak South Thermal 05-07-049-23W3,Saskatchewan,53.21062,-109.36673,304886.7029,5.32011,305628.3703
2022,Pikes Peak South Thermal 05-07-049-23W3,Saskatchewan,53.21062,-109.36673,21.66497,0.00202,21.75333
2022,Pikes Peak South Thermal 05-07-049-23W3,Saskatchewan,53.21062,-109.36673,12.80225,223.96255,6283.75365
2022,Tupper West 5-1 Gas Plant,British Columbia,55.64177,-120.50623,8298.387098,40.176876,9426.383416
2022,Tupper West 5-1 Gas Plant,British Columbia,55.64177,-120.50623,0.04686,4.933944,138.197292
2022,Tupper West 5-1 Gas Plant,British Columbia,55.64177,-120.50623,65546.29861,438.465613,83627.7108
2022,Tupper West 5-1 Gas Plant,British Columbia,55.64177,-120.50623,2370.909254,0.441219,2383.263386
2022,Tupper Main Gas Plant A-21-B/093-P-09,British Columbia,55.5163,-120.13119,1278.071422,8.014654,1503.130189
2022,Tupper Main Gas Plant A-21-B/093-P-09,British Columbia,55.5163,-120.13119,0.088857,7.590918,212.634561
2022,Tupper Main Gas Plant A-21-B/093-P-09,British Columbia,55.5163,-120.13119,47607.20465,376.079049,63072.97042
2022,Tupper Main Gas Plant A-21-B/093-P-09,British Columbia,55.5163,-120.13119,2615.881603,2.723301,2692.134031
2022,Musreau Gas Plant,Alberta,54.38681,-118.77192,4989.197,8.13,5240.157
2022,Musreau Gas Plant,Alberta,54.38681,-118.77192,0.799,26.654,747.111
2022,Musreau Gas Plant,Alberta,54.38681,-118.77192,43702.412,309.643,53272.886
2022,Musreau Gas Plant,Alberta,54.38681,-118.77192,0.685,28.949,811.257
2022,CORY,Saskatchewan,52.0904,-106.8741,60554.1231,1.1308,60853.2235
2022,CORY,Saskatchewan,52.0904,-106.8741,2956.1818,0.5358,2978.1537
2022,CORY,Saskatchewan,52.0904,-106.8741,0,0.3129,8.7612
2022,Patience Lake Division,Saskatchewan,52.117,-106.6609,58901.6064,1.112,59195.5694
2022,Patience Lake Division,Saskatchewan,52.117,-106.6609,501.0964,0.4711,516.4072
2022,Patience Lake Division,Saskatchewan,52.117,-106.6609,0,0.0649,1.8172
2022,PROFILE INDUSTRIES INC.,Ontario,43.7689,-79.5371,2449.44,0.048,2462.179
2022,PROFILE INDUSTRIES INC.,Ontario,43.7689,-79.5371,74.74,0.001,76.093
2022,Lieu d'enfouissement technique,Quebec,46.4332,-72.7438,127,0.0021,129.5233
2022,Lieu d'enfouissement technique,Quebec,46.4332,-72.7438,1257,0.13,1393.14
2022,Lieu d'enfouissement technique,Quebec,46.4332,-72.7438,0,2755,77185.05
2022,Lieu enfouissement technique de Champlain,Quebec,46.47526,-72.32049,0.7,0.00001,0.70028
2022,Lieu enfouissement technique de Champlain,Quebec,46.47526,-72.32049,275.5,0.025,305.35
2022,Lieu enfouissement technique de Champlain,Quebec,46.47526,-72.32049,0,1460.51,40896.35601
2022,Yellowhead Power Station,Saskatchewan,52.75763,-108.27895,1.088621,,1.088621
2022,Yellowhead Power Station,Saskatchewan,52.75763,-108.27895,119625.1494,30.921762,121310.3854
2022,Mine du Lac Bloom,Quebec,52.85235,-67.25387,7966.46,0.1479,7991.30035
2022,Mine du Lac Bloom,Quebec,52.85235,-67.25387,4137.83,,4187.9683
2022,Mine du Lac Bloom,Quebec,52.85235,-67.25387,80332.261,2.3071,80698.4041
2022,Spec Furniture,Ontario,43.7043,-79.5877,751.72846,0.014625,755.578455
2022,Spec Furniture,Ontario,43.7043,-79.5877,0.813948,,0.813948
2022,Spec Furniture,Ontario,43.7043,-79.5877,4.462997,0.001885,4.583617
2022,Farrell Creek B-88-I,British Columbia,56.237,-122.097,3582.03,14.45,3989.28
2022,Farrell Creek B-88-I,British Columbia,56.237,-122.097,0.01,0.98,27.45
2022,Farrell Creek B-88-I,British Columbia,56.237,-122.097,38536.27,128.33,42442.21
2022,Farrell Creek B-88-I,British Columbia,56.237,-122.097,0.39,56.19,1573.71
2022,Kaybob Gas Plant,Alberta,54.5247,-116.7943,7764.07,56.984,9364.0634
2022,Kaybob Gas Plant,Alberta,54.5247,-116.7943,0.34234,18.61952,521.6889
2022,Kaybob Gas Plant,Alberta,54.5247,-116.7943,27320.53608,81.992,30798.92228
2022,Kaybob Gas Plant,Alberta,54.5247,-116.7943,7155.83907,32.80091,8074.26455
2022,Central Heating and Cooling Plant,Alberta,51.0749,-114.1387,69578.788,4.615,70166.458
2022,Central Heating and Cooling Plant,Alberta,51.0749,-114.1387,0.2721,,0.2721
2022,University of Saskatchewan,Saskatchewan,52.1299,-106.6313,60579.87,1.23,60924.36
2022,University of Saskatchewan,Saskatchewan,52.1299,-106.6313,652.76,0.03,661.55
2022,York Energy Centre,Ontario,44.4,79.31,0.008,1.1,30.808
2022,York Energy Centre,Ontario,44.4,79.31,35194.521,9.14964,35693.19387
2022,York Energy Centre,Ontario,44.4,79.31,0.1461,0.00006,0.15043
2022,Dépôt Rive-Nord,Quebec,46.05983,-73.25761,1305.26,0.021,1330.493
2022,Dépôt Rive-Nord,Quebec,46.05983,-73.25761,2993.1,0.32,3315.82
2022,Dépôt Rive-Nord,Quebec,46.05983,-73.25761,0,1276.662,35746.536
2022,Mackay River Commercial Program,Alberta,56.79043,-112.09594,1819.2142,10.6573,2118.5461
2022,Mackay River Commercial Program,Alberta,56.79043,-112.09594,10.0119,229.5645,6437.8179
2022,Mackay River Commercial Program,Alberta,56.79043,-112.09594,548296.8045,10.364,549354.304
2022,Mackay River Commercial Program,Alberta,56.79043,-112.09594,0,,0.329
2022,Mackay River Commercial Program,Alberta,56.79043,-112.09594,437.5003,0.0453,444.0157
2022,Mackay River Commercial Program,Alberta,56.79043,-112.09594,1.7882,1.8366,53.213
2022,Apex Utilities Inc.,Alberta,53.27026,-113.54154,10.83,792.05,22188.23
2022,Apex Utilities Inc.,Alberta,53.27026,-113.54154,2084.55,2.08,2156.04
2022,Apex Utilities Inc.,Alberta,53.27026,-113.54154,2.17,272.76,7639.45
2022,"Gerdau Ameristeel Corporation, Cambridge Mill",Ontario,43.3706,-80.284,15888.01,0.653637,15988.27846
2022,"Gerdau Ameristeel Corporation, Cambridge Mill",Ontario,43.3706,-80.284,58.2244,0.006,58.6574
2022,Meadow Lake Power Station,Saskatchewan,54.1306,-108.4541,0.453592,,0.453592
2022,Meadow Lake Power Station,Saskatchewan,54.1306,-108.4541,756.070844,0.193999,766.643816
2022,Kirby South 13-21-73-7W4,Alberta,55.3424,-111.0294,2834.484173,4.789233,2970.659767
2022,Kirby South 13-21-73-7W4,Alberta,55.3424,-111.0294,9.477591,17.031589,486.362083
2022,Kirby South 13-21-73-7W4,Alberta,55.3424,-111.0294,567332.9578,10.459898,568399.049
2022,Kirby South 13-21-73-7W4,Alberta,55.3424,-111.0294,2641.376628,0.158496,2661.161196
2022,"Cascades Papier Kingsey Falls, une division de Cascades Canada ULC",Quebec,45.8588,-72.0745,62052,1.207,62369.7435
